Game,Spread,EGO,Spread Target,Pick,Result
ATL @ KC,KC at -10.5,KC wins by 7.97,ATL (at +9.5 or better),ATL,-
CAR @ WAS,WAS at -2.5,WAS wins by 2.83,Too Close To Call,,-
CHI @ JAX,CHI at -7.5,CHI wins by 4.07,JAX (at +6.0 or better),JAX,-
CIN @ HOU,HOU at -8.0,HOU wins by 4.46,CIN (at +6.0 or better),CIN,-
CLE @ NYJ,CLE at -9.5,CLE wins by 4.94,NYJ (at +6.5 or better),NYJ,-
IND @ PIT,IND at -1.5,PIT wins by 2.16,PIT (at +0.5 or better),PIT,-
NYG @ BAL,BAL at -11.0,BAL wins by 7.62,NYG (at +9.5 or better),NYG,-
DEN @ LAC,LAC at -3.0,LAC wins by 2.16,Too Close To Call,,-
LAR @ SEA,SEA at -1.5,SEA wins by 1.15,Too Close To Call,,-
PHI @ DAL,PHI at -2.0,DAL wins by 2.53,DAL (at +1.0 or better),DAL,-
TEN @ GB,GB at -3.0,GB wins by 4.38,Too Close To Call,,-
TB @ DET,TB at -9.5,TB wins by 7.07,DET (at +9.0 or better),DET,-
SF @ ARI,ARI at -5.0,ARI wins by 4.72,Too Close To Call,,-
MIA @ LV,MIA at -3.0,MIA wins by 3.27,Too Close To Call,,-
BUF @ NE,BUF at -7.0,BUF wins by 4.16,NE (at +6.0 or better),NE,-
MIN @ NO,NO at -7.0,NO wins by 10.2,NO (at -8.5 or better),NO,-
