Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2020,BUF @ DEN,15,Sat,4:30PM,20.40%,-6.5,0,-6.5,39.8,6.77,0.2699999999999996,-6.77,Too Close To Call,0,,
2020,CAR @ GB,15,Sat,8:15PM,-3.70%,8.5,0,8.5,-24.3,-7.45,1.0499999999999998,7.45,Too Close To Call,0,,
2020,CHI @ MIN,15,Sun,1:00PM,0.50%,3.0,0,3.0,6.3,-0.84,2.16,0.84,"[[31.5, 2.5], [-1.0, -30.0]]",1,CHI,
2020,CLE @ NYG,15,Sun,8:20PM,-3.90%,-4.0,0,-4.0,6.9,-0.7,-4.7,0.7,"[[31.5, 2.5], [-1.0, -30.0]]",1,NYG,
2020,DET @ TEN,15,Sun,1:00PM,-15.40%,10.5,0,10.5,-22.2,-7.01,3.49,7.01,"[[37.5, 9.0], [5.5, -23.5]]",1,DET,
2020,HOU @ IND,15,Sun,1:00PM,-12.70%,7.0,0,7.0,-27.799999999999997,-8.18,-1.1799999999999997,8.18,Too Close To Call,0,,
2020,JAX @ BAL,15,Sun,1:00PM,-23.90%,14.0,0,14.0,-34.8,-9.64,4.359999999999999,9.64,"[[40.5, 11.5], [8.0, -21.0]]",1,JAX,
2020,KC @ NO,15,Sun,4:25PM,27.10%,-3.0,0,-3.0,-3.3999999999999986,-2.96,-5.96,2.96,"[[33.5, 4.5], [1.0, -27.5]]",1,NO,
2020,LAC @ LV,15,Thu,8:20PM,-26.80%,3.5,0,3.5,-18.1,-6.13,-2.63,6.13,"[[37.0, 8.0], [4.5, -24.5]]",1,LV,
2020,NE @ MIA,15,Sun,1:00PM,-4.90%,2.5,0,2.5,-18.700000000000003,-6.26,-3.76,6.26,"[[37.0, 8.0], [4.5, -24.5]]",1,MIA,
2020,NYJ @ LAR,15,Sun,4:05PM,-37.80%,17.0,0,17.0,-60.5,-14.82,2.1799999999999997,14.82,"[[45.5, 16.5], [13.0, -16.0]]",1,NYJ,
2020,PHI @ ARI,15,Sun,4:05PM,-9.70%,6.5,0,6.5,-16.9,-5.88,0.6200000000000001,5.88,Too Close To Call,0,,
2020,PIT @ CIN,15,Mon,8:15PM,23.40%,-13.0,0,-13.0,53.2,9.95,-3.0500000000000007,-9.95,"[[21.0, -8.0], [-11.5, -40.5]]",1,CIN,
2020,SEA @ WAS,15,Sun,1:00PM,14.80%,-5.5,0,-5.5,13.600000000000001,0.79,-4.71,-0.79,"[[30.0, 1.0], [-2.5, -31.5]]",1,WAS,
2020,SF @ DAL,15,Sun,1:00PM,0.10%,-3.0,0,-3.0,16.0,1.32,-1.68,-1.32,"[[29.5, 0.5], [-3.0, -32.0]]",1,DAL,
2020,TB @ ATL,15,Sun,1:00PM,24.80%,-6.0,0,-6.0,30.0,4.5,-1.5,-4.5,"[[26.0, -3.0], [-6.0, -35.0]]",1,ATL,
