Game,Spread,EGO,Spread Target,Pick,Result
ATL @ NO,ATL at -3.0,ATL wins by 2.25,Too Close To Call,,Correct
CHI @ DET,DET at -3.0,DET wins by 3.45,Too Close To Call,,Push
CIN @ BUF,CIN at -3.0,CIN wins by 1.23,BUF (at +2.5 or better),BUF,Incorrect
DEN @ CLE,DEN at -3.5,DEN wins by 2.27,CLE (at +3.5 or better),CLE,Correct
HOU @ JAC,JAC at -2.5,JAC wins by 4.66,JAC (at -3.5 or better),JAC,Incorrect
KC @ MIN,MIN at -3.5,MIN wins by 3.2,Too Close To Call,,Incorrect
WAS @ NYJ,NYJ at -7.0,NYJ wins by 4.9,WAS (at +6.0 or better),WAS,Incorrect
MIA @ TEN,TEN at -2.0,TEN wins by 5.43,TEN (at -4.0 or better),TEN,Incorrect
ARI @ PIT,ARI at -3.5,ARI wins by 2.59,Too Close To Call,,Correct
CAR @ SEA,SEA at -7.0,SEA wins by 4.53,CAR (at +6.0 or better),CAR,Correct
BAL @ SF,BAL at -2.0,BAL wins by 5.22,BAL (at -4.0 or better),BAL,Incorrect
SD @ GB,GB at -10.5,GB wins by 10.16,Too Close To Call,,Correct
NE @ IND,NE at -9.5,NE wins by 8.68,Too Close To Call,,Correct
NYG @ PHI,PHI at -5.0,PHI wins by 1.63,NYG (at +3.0 or better),NYG,Incorrect
